timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-03-02T00:00:00.000Z";"2025-03-02T23:59:59.999Z";"2025-03-02T22:01:00.000Z";"2025-03-02T14:50:00.000Z";"2781";7.4904764513;8.300525596;7.3313970408;8.2557920369;231757938.95;4958125516.34;"2025-03-02T23:59:59.999Z"
"2025-03-01T00:00:00.000Z";"2025-03-01T23:59:59.999Z";"2025-03-01T04:18:00.000Z";"2025-03-01T13:56:00.000Z";"2781";7.5005371167;7.6523206846;7.211667125;7.4904764513;129162395.81;4498166220.04;"2025-03-01T23:59:59.999Z"
"2025-02-28T00:00:00.000Z";"2025-02-28T23:59:59.999Z";"2025-02-28T00:07:00.000Z";"2025-02-28T08:25:00.000Z";"2781";7.866170729;7.8761962743;7.0590535355;7.5005412956;299372498.43;4504207831.11;"2025-02-28T23:59:59.999Z"
"2025-02-27T00:00:00.000Z";"2025-02-27T23:59:59.999Z";"2025-02-27T10:24:00.000Z";"2025-02-27T21:13:00.000Z";"2781";7.8779013719;8.2687178405;7.7240484562;7.866170729;188477115.03;4723777410.49;"2025-02-27T23:59:59.999Z"
"2025-02-26T00:00:00.000Z";"2025-02-26T23:59:59.999Z";"2025-02-26T03:22:00.000Z";"2025-02-26T19:00:00.000Z";"2781";8.3152872925;8.4863621386;7.6478955717;7.8778888654;281274870.95;4730814362.78;"2025-02-26T23:59:59.999Z"
"2025-02-25T00:00:00.000Z";"2025-02-25T23:59:59.999Z";"2025-02-25T21:04:00.000Z";"2025-02-25T07:36:00.000Z";"2781";7.9700513109;8.5266732674;7.5098992549;8.3153513951;416212090.56;4993480007.91;"2025-02-25T23:59:59.999Z"
"2025-02-24T00:00:00.000Z";"2025-02-24T23:59:59.999Z";"2025-02-24T00:16:00.000Z";"2025-02-24T23:04:00.000Z";"2781";9.0251807734;9.1115058682;7.900135717;7.9690103932;226167642.83;4786159573.7;"2025-02-24T23:59:59.999Z"
"2025-02-23T00:00:00.000Z";"2025-02-23T23:59:59.999Z";"2025-02-23T08:02:00.000Z";"2025-02-23T22:28:00.000Z";"2781";9.042297502;9.2076856971;8.9317827778;9.0252387444;121560700.24;5419783848.04;"2025-02-23T23:59:59.999Z"
"2025-02-22T00:00:00.000Z";"2025-02-22T23:59:59.999Z";"2025-02-22T23:31:00.000Z";"2025-02-22T03:50:00.000Z";"2781";8.7289409377;9.1175298067;8.6902897165;9.042297502;183984955.36;5430062752.27;"2025-02-22T23:59:59.999Z"
"2025-02-21T00:00:00.000Z";"2025-02-21T23:59:59.999Z";"2025-02-21T13:59:00.000Z";"2025-02-21T19:50:00.000Z";"2781";9.345975698;9.6297030362;8.6037766816;8.7289409377;295893751.71;5241886483.17;"2025-02-21T23:59:59.999Z"
"2025-02-20T00:00:00.000Z";"2025-02-20T23:59:59.999Z";"2025-02-20T03:07:00.000Z";"2025-02-20T16:05:00.000Z";"2781";9.442081546;9.5499403581;8.9978431103;9.3457841862;261873774.26;5612426986.68;"2025-02-20T23:59:59.999Z"
"2025-02-19T00:00:00.000Z";"2025-02-19T23:59:59.999Z";"2025-02-19T10:08:00.000Z";"2025-02-19T22:45:00.000Z";"2781";9.6090548824;9.7142627083;9.3911690022;9.4420723283;166294142.06;5670140281.9;"2025-02-19T23:59:59.999Z"
"2025-02-18T00:00:00.000Z";"2025-02-18T23:59:59.999Z";"2025-02-18T00:03:00.000Z";"2025-02-18T19:40:00.000Z";"2781";9.9112518343;9.930732331;9.1556964624;9.6088839369;193689762.45;5770410782.21;"2025-02-18T23:59:59.999Z"
"2025-02-17T00:00:00.000Z";"2025-02-17T23:59:59.999Z";"2025-02-17T15:06:00.000Z";"2025-02-17T05:07:00.000Z";"2781";9.591338072;10.2125848743;9.5266679926;9.9112817697;186239856.8;5951885502.76;"2025-02-17T23:59:59.999Z"
"2025-02-16T00:00:00.000Z";"2025-02-16T23:59:59.999Z";"2025-02-16T12:01:00.000Z";"2025-02-16T23:57:00.000Z";"2781";9.8104596359;9.937005018;9.5833980204;9.5914547387;121313944.81;5759771518.04;"2025-02-16T23:59:59.999Z"
"2025-02-15T00:00:00.000Z";"2025-02-15T23:59:59.999Z";"2025-02-15T05:43:00.000Z";"2025-02-15T20:53:00.000Z";"2781";10.0595746873;10.1439042233;9.7374969121;9.8103103661;129237826.25;5891357969.59;"2025-02-15T23:59:59.999Z"
"2025-02-14T00:00:00.000Z";"2025-02-14T23:59:59.999Z";"2025-02-14T18:08:00.000Z";"2025-02-14T01:47:00.000Z";"2781";9.8685381381;10.3337919521;9.8179491512;10.0595746873;185880410.11;6040956051.4;"2025-02-14T23:59:59.999Z"
"2025-02-13T00:00:00.000Z";"2025-02-13T23:59:59.999Z";"2025-02-13T01:57:00.000Z";"2025-02-13T15:14:00.000Z";"2781";9.9444330091;10.0671288332;9.503116394;9.8684809952;180947011.49;5926235157.76;"2025-02-13T23:59:59.999Z"
"2025-02-12T00:00:00.000Z";"2025-02-12T23:59:59.999Z";"2025-02-12T22:43:00.000Z";"2025-02-12T13:42:00.000Z";"2781";9.3696059688;10.1074202969;9.1571485433;9.9444180831;249572290.56;5971811396.79;"2025-02-12T23:59:59.999Z"
"2025-02-11T00:00:00.000Z";"2025-02-11T23:59:59.999Z";"2025-02-11T07:01:00.000Z";"2025-02-11T19:49:00.000Z";"2781";9.4597193261;10.0258551793;9.2597483669;9.3694920855;261164941.14;5626617390.49;"2025-02-11T23:59:59.999Z"
"2025-02-10T00:00:00.000Z";"2025-02-10T23:59:59.999Z";"2025-02-10T22:37:00.000Z";"2025-02-10T02:16:00.000Z";"2781";9.1411369567;9.575920429;8.8453734484;9.4596629821;222634177.94;5680732087.02;"2025-02-10T23:59:59.999Z"
"2025-02-09T00:00:00.000Z";"2025-02-09T23:59:59.999Z";"2025-02-09T17:13:00.000Z";"2025-02-09T22:07:00.000Z";"2781";9.1402509278;9.2998811509;8.7304523199;9.1411369567;189856018.51;5489417627.67;"2025-02-09T23:59:59.999Z"
"2025-02-08T00:00:00.000Z";"2025-02-08T23:59:59.999Z";"2025-02-08T23:43:00.000Z";"2025-02-08T11:31:00.000Z";"2781";9.0105757991;9.1642918923;8.7432256518;9.1403143947;162007104.34;5488885551.31;"2025-02-08T23:59:59.999Z"
"2025-02-07T00:00:00.000Z";"2025-02-07T23:59:59.999Z";"2025-02-07T14:23:00.000Z";"2025-02-07T22:26:00.000Z";"2781";8.9731703149;9.48449955;8.7760329253;9.0105757991;266765411.94;5411013297.53;"2025-02-07T23:59:59.999Z"
"2025-02-06T00:00:00.000Z";"2025-02-06T23:59:59.999Z";"2025-02-06T02:22:00.000Z";"2025-02-06T23:44:00.000Z";"2781";9.2748632195;9.4432043165;8.9200058168;8.973157224;223773936.87;5388550629.53;"2025-02-06T23:59:59.999Z"
"2025-02-05T00:00:00.000Z";"2025-02-05T23:59:59.999Z";"2025-02-05T12:21:00.000Z";"2025-02-05T00:21:00.000Z";"2781";9.0876626611;9.5037482294;9.0278440302;9.2754341028;224044296.08;5569722660.63;"2025-02-05T23:59:59.999Z"
"2025-02-04T00:00:00.000Z";"2025-02-04T23:59:59.999Z";"2025-02-04T00:07:00.000Z";"2025-02-04T22:01:00.000Z";"2781";9.9720392612;9.9730142341;8.8024005556;9.0876805434;378585547.6;5457305348.63;"2025-02-04T23:59:59.999Z"
"2025-02-03T00:00:00.000Z";"2025-02-03T23:59:59.999Z";"2025-02-03T22:32:00.000Z";"2025-02-03T02:10:00.000Z";"2781";9.1714490899;10.204697148;7.3367971246;9.9720392612;984512582.82;5988389449.13;"2025-02-03T23:59:59.999Z"
"2025-02-02T00:00:00.000Z";"2025-02-02T23:59:59.999Z";"2025-02-02T01:23:00.000Z";"2025-02-02T23:29:00.000Z";"2781";10.8828878708;11.097502545;8.7932015427;9.1714504062;415634666.17;5507621400.89;"2025-02-02T23:59:59.999Z"
"2025-02-01T00:00:00.000Z";"2025-02-01T23:59:59.999Z";"2025-02-01T01:10:00.000Z";"2025-02-01T23:28:00.000Z";"2781";11.7639973147;11.9066470968;10.8015393885;10.8828823191;211716540.85;6535370468.77;"2025-02-01T23:59:59.999Z"
"2025-01-31T00:00:00.000Z";"2025-01-31T23:59:59.999Z";"2025-01-31T16:04:00.000Z";"2025-01-31T21:04:00.000Z";"2781";11.9712665329;12.774882418;11.6917040135;11.763657519;330080891.94;7064492583.07;"2025-01-31T23:59:59.999Z"
"2025-01-30T00:00:00.000Z";"2025-01-30T23:59:59.999Z";"2025-01-30T14:58:00.000Z";"2025-01-30T00:35:00.000Z";"2781";11.7286135571;12.2742683893;11.6626079879;11.9713880343;304639321.69;7188961487.23;"2025-01-30T23:59:59.999Z"
"2025-01-29T00:00:00.000Z";"2025-01-29T23:59:59.999Z";"2025-01-29T12:19:00.000Z";"2025-01-29T00:04:00.000Z";"2781";11.1652684787;12.0580388714;11.1239406535;11.7282509344;431584100.88;7043243998.36;"2025-01-29T23:59:59.999Z"
"2025-01-28T00:00:00.000Z";"2025-01-28T23:59:59.999Z";"2025-01-28T05:49:00.000Z";"2025-01-28T01:31:00.000Z";"2781";10.9823286444;11.3402098614;10.823311817;11.1649256168;253706224.26;6704945117.31;"2025-01-28T23:59:59.999Z"
"2025-01-27T00:00:00.000Z";"2025-01-27T23:59:59.999Z";"2025-01-27T00:48:00.000Z";"2025-01-27T07:31:00.000Z";"2781";11.4453917092;11.4957532674;10.3638299911;10.9819785193;384651774.18;6594876190.61;"2025-01-27T23:59:59.999Z"
"2025-01-26T00:00:00.000Z";"2025-01-26T23:59:59.999Z";"2025-01-26T05:02:00.000Z";"2025-01-26T23:57:00.000Z";"2781";12.0850800689;12.3713412246;11.4422587469;11.4452719624;236604648.19;6873092259.93;"2025-01-26T23:59:59.999Z"
"2025-01-25T00:00:00.000Z";"2025-01-25T23:59:59.999Z";"2025-01-25T00:00:00.000Z";"2025-01-25T10:31:00.000Z";"2781";12.4654352296;12.4655346468;12.0579165169;12.0850800689;176596684.65;7257308568.55;"2025-01-25T23:59:59.999Z"
"2025-01-24T00:00:00.000Z";"2025-01-24T23:59:59.999Z";"2025-01-24T13:07:00.000Z";"2025-01-24T23:46:00.000Z";"2781";12.8071688534;13.1197548346;12.4333939903;12.4654159739;242722877.9;7485707139.87;"2025-01-24T23:59:59.999Z"
"2025-01-23T00:00:00.000Z";"2025-01-23T23:59:59.999Z";"2025-01-23T16:17:00.000Z";"2025-01-23T12:26:00.000Z";"2781";12.8750624459;13.0031678276;12.4036301402;12.8085622531;288149436.47;7690686322.68;"2025-01-23T23:59:59.999Z"
"2025-01-22T00:00:00.000Z";"2025-01-22T23:59:59.999Z";"2025-01-22T03:34:00.000Z";"2025-01-22T23:14:00.000Z";"2781";13.4923565304;13.59603948;12.8482386605;12.8752245563;255466494.71;7731707235.43;"2025-01-22T23:59:59.999Z"
"2025-01-21T00:00:00.000Z";"2025-01-21T23:59:59.999Z";"2025-01-21T18:55:00.000Z";"2025-01-21T06:02:00.000Z";"2781";13.5164773289;13.8433562324;13.014761228;13.4923565304;372731373.55;8102403467.73;"2025-01-21T23:59:59.999Z"
"2025-01-20T00:00:00.000Z";"2025-01-20T23:59:59.999Z";"2025-01-20T08:24:00.000Z";"2025-01-20T01:53:00.000Z";"2781";13.2707845547;14.4924939122;12.9729264979;13.5167137568;622563303.29;8116888442.31;"2025-01-20T23:59:59.999Z"
"2025-01-19T00:00:00.000Z";"2025-01-19T23:59:59.999Z";"2025-01-19T20:10:00.000Z";"2025-01-19T11:58:00.000Z";"2781";14.1858884093;14.5631907508;13.1216152373;13.2713143224;581602290.44;7969345499.67;"2025-01-19T23:59:59.999Z"
"2025-01-18T00:00:00.000Z";"2025-01-18T23:59:59.999Z";"2025-01-18T00:58:00.000Z";"2025-01-18T10:49:00.000Z";"2781";14.9990911785;15.23098493;13.9274836347;14.1860466119;414164572.6;8518881870.75;"2025-01-18T23:59:59.999Z"
"2025-01-17T00:00:00.000Z";"2025-01-17T23:59:59.999Z";"2025-01-17T20:55:00.000Z";"2025-01-17T00:01:00.000Z";"2781";14.1151787039;15.1518451886;14.104331656;14.999217249;347523770.82;9007224801.94;"2025-01-17T23:59:59.999Z"
"2025-01-16T00:00:00.000Z";"2025-01-16T23:59:59.999Z";"2025-01-16T00:04:00.000Z";"2025-01-16T14:49:00.000Z";"2781";14.5456685932;14.5845529279;13.9974235227;14.11522348;299097360.12;8476419417.19;"2025-01-16T23:59:59.999Z"
"2025-01-15T00:00:00.000Z";"2025-01-15T23:59:59.999Z";"2025-01-15T20:24:00.000Z";"2025-01-15T11:35:00.000Z";"2781";13.3021260172;14.6494178691;12.9809918838;14.5454249606;346103167.35;8734936360.78;"2025-01-15T23:59:59.999Z"
"2025-01-14T00:00:00.000Z";"2025-01-14T23:59:59.999Z";"2025-01-14T14:43:00.000Z";"2025-01-14T01:01:00.000Z";"2781";12.8953989482;13.4004804548;12.841334297;13.3021397477;184256407.91;7988166613.22;"2025-01-14T23:59:59.999Z"
"2025-01-13T00:00:00.000Z";"2025-01-13T23:59:59.999Z";"2025-01-13T00:38:00.000Z";"2025-01-13T18:31:00.000Z";"2781";13.6360181515;13.9153003257;12.1574794814;12.8953989482;342100482.43;7743919671.88;"2025-01-13T23:59:59.999Z"
"2025-01-12T00:00:00.000Z";"2025-01-12T23:59:59.999Z";"2025-01-12T17:19:00.000Z";"2025-01-12T23:01:00.000Z";"2781";13.6382746832;13.8627425122;13.5312667015;13.6360181515;187305434.19;8188436477.63;"2025-01-12T23:59:59.999Z"
"2025-01-11T00:00:00.000Z";"2025-01-11T23:59:59.999Z";"2025-01-11T00:04:00.000Z";"2025-01-11T08:53:00.000Z";"2781";13.9458531816;13.9974498385;13.4668959935;13.6382746832;187025008.79;8189553101.87;"2025-01-11T23:59:59.999Z"
"2025-01-10T00:00:00.000Z";"2025-01-10T23:59:59.999Z";"2025-01-10T22:57:00.000Z";"2025-01-10T00:00:00.000Z";"2781";12.8780300746;14.0731975471;12.8772116243;13.9457085432;436329568.42;8374161931.1;"2025-01-10T23:59:59.999Z"
"2025-01-09T00:00:00.000Z";"2025-01-09T23:59:59.999Z";"2025-01-09T01:46:00.000Z";"2025-01-09T14:55:00.000Z";"2781";13.1081972231;13.3346721299;12.4188571954;12.8780395797;320741980.88;7733039082.51;"2025-01-09T23:59:59.999Z"
"2025-01-08T00:00:00.000Z";"2025-01-08T23:59:59.999Z";"2025-01-08T01:01:00.000Z";"2025-01-08T17:33:00.000Z";"2781";13.5476068565;13.8159272032;12.5589441193;13.1080648701;399721830.91;7871250559.31;"2025-01-08T23:59:59.999Z"
"2025-01-07T00:00:00.000Z";"2025-01-07T23:59:59.999Z";"2025-01-07T00:37:00.000Z";"2025-01-07T22:04:00.000Z";"2781";15.0690330594;15.1182809903;13.5418714736;13.5476068565;331309011.38;8135108606.62;"2025-01-07T23:59:59.999Z"
"2025-01-06T00:00:00.000Z";"2025-01-06T23:59:59.999Z";"2025-01-06T05:37:00.000Z";"2025-01-06T13:19:00.000Z";"2781";15.1538695958;15.6310756877;14.8404536349;15.0687353024;577985164.8;9048520491.32;"2025-01-06T23:59:59.999Z"
"2025-01-05T00:00:00.000Z";"2025-01-05T23:59:59.999Z";"2025-01-05T00:20:00.000Z";"2025-01-05T14:20:00.000Z";"2781";15.2872694761;15.3385171884;14.8429027301;15.1538843017;247754591.99;9099642193.52;"2025-01-05T23:59:59.999Z"
"2025-01-04T00:00:00.000Z";"2025-01-04T23:59:59.999Z";"2025-01-04T15:19:00.000Z";"2025-01-04T10:24:00.000Z";"2781";15.1836983774;15.3813346853;14.7688031561;15.2872587853;383326699.92;9179746563.66;"2025-01-04T23:59:59.999Z"
"2025-01-03T00:00:00.000Z";"2025-01-03T23:59:59.999Z";"2025-01-03T22:05:00.000Z";"2025-01-03T07:46:00.000Z";"2781";14.3479101503;15.2275553343;14.0685572813;15.1837611221;376040231.75;9117591549.11;"2025-01-03T23:59:59.999Z"
"2025-01-02T00:00:00.000Z";"2025-01-02T23:59:59.999Z";"2025-01-02T15:31:00.000Z";"2025-01-02T00:01:00.000Z";"2781";13.60084466;14.479369544;13.5974429818;14.3479016179;394525875.01;8615677188.37;"2025-01-02T23:59:59.999Z"
"2025-01-01T00:00:00.000Z";"2025-01-01T23:59:59.999Z";"2025-01-01T23:34:00.000Z";"2025-01-01T11:08:00.000Z";"2781";13.2149316615;13.6528221936;13.045031433;13.6009420279;255532420.81;8167077006.51;"2025-01-01T23:59:59.999Z"
"2024-12-31T00:00:00.000Z";"2024-12-31T23:59:59.999Z";"2024-12-31T14:30:00.000Z";"2024-12-31T01:13:00.000Z";"2781";13.3173830589;13.8458157731;13.1320464141;13.2148824811;366016358.24;7935342782.94;"2024-12-31T23:59:59.999Z"
"2024-12-30T00:00:00.000Z";"2024-12-30T23:59:59.999Z";"2024-12-30T18:25:00.000Z";"2024-12-30T15:38:00.000Z";"2781";13.0005769538;13.6005215202;12.754965449;13.3170940326;386467159.59;7996863113.02;"2024-12-30T23:59:59.999Z"
"2024-12-29T00:00:00.000Z";"2024-12-29T23:59:59.999Z";"2024-12-29T00:00:00.000Z";"2024-12-29T22:26:00.000Z";"2781";13.56352489;13.56352489;12.8369554649;13.0012156932;192805250.66;7806626409.22;"2024-12-29T23:59:59.999Z"
"2024-12-28T00:00:00.000Z";"2024-12-28T23:59:59.999Z";"2024-12-28T23:01:00.000Z";"2024-12-28T08:23:00.000Z";"2781";13.3166335719;13.7337513624;13.042608945;13.5635206966;238476539.79;8144667116.3;"2024-12-28T23:59:59.999Z"
"2024-12-27T00:00:00.000Z";"2024-12-27T23:59:59.999Z";"2024-12-27T10:10:00.000Z";"2024-12-27T23:01:00.000Z";"2781";13.2333595069;14.2174326054;13.1696495456;13.3163835719;487695352.68;7996413058.74;"2024-12-27T23:59:59.999Z"
"2024-12-26T00:00:00.000Z";"2024-12-26T23:59:59.999Z";"2024-12-26T00:22:00.000Z";"2024-12-26T15:06:00.000Z";"2781";13.8872238153;14.0483677383;12.8573315766;13.2334577623;365353449.56;7946408392.21;"2024-12-26T23:59:59.999Z"
"2024-12-25T00:00:00.000Z";"2024-12-25T23:59:59.999Z";"2024-12-25T00:00:00.000Z";"2024-12-25T21:20:00.000Z";"2781";14.5932580925;14.5932580925;13.6923065071;13.8879284902;341078190.99;8339042841.94;"2024-12-25T23:59:59.999Z"
"2024-12-24T00:00:00.000Z";"2024-12-24T23:59:59.999Z";"2024-12-24T22:19:00.000Z";"2024-12-24T09:19:00.000Z";"2781";14.2666017742;14.7221057548;13.7648403352;14.5934004069;443983083.72;8763004474.83;"2024-12-24T23:59:59.999Z"
"2024-12-23T00:00:00.000Z";"2024-12-23T23:59:59.999Z";"2024-12-23T23:02:00.000Z";"2024-12-23T15:13:00.000Z";"2781";13.8601630113;14.5777868786;13.2743892343;14.2666017742;655416129.82;8566852884.75;"2024-12-23T23:59:59.999Z"
"2024-12-22T00:00:00.000Z";"2024-12-22T23:59:59.999Z";"2024-12-22T10:37:00.000Z";"2024-12-22T00:08:00.000Z";"2781";13.3947549092;14.2239880323;13.3023857266;13.8601630113;664901308.72;8322793287.13;"2024-12-22T23:59:59.999Z"
"2024-12-21T00:00:00.000Z";"2024-12-21T23:59:59.999Z";"2024-12-21T06:17:00.000Z";"2024-12-21T13:35:00.000Z";"2781";13.6907051766;14.7209793324;13.0921485175;13.394582352;678398731.53;8043323599.5;"2024-12-21T23:59:59.999Z"
"2024-12-20T00:00:00.000Z";"2024-12-20T23:59:59.999Z";"2024-12-20T23:25:00.000Z";"2024-12-20T12:02:00.000Z";"2781";12.7849657854;13.8031155698;11.2474576262;13.6907051766;1357480291.32;8221036725.71;"2024-12-20T23:59:59.999Z"
"2024-12-19T00:00:00.000Z";"2024-12-19T23:59:59.999Z";"2024-12-19T14:37:00.000Z";"2024-12-19T23:26:00.000Z";"2781";14.812983641;15.3430234039;12.6919513991;12.7850898779;1066136745.22;7677230067.55;"2024-12-19T23:59:59.999Z"
"2024-12-18T00:00:00.000Z";"2024-12-18T23:59:59.999Z";"2024-12-18T06:28:00.000Z";"2024-12-18T23:18:00.000Z";"2781";16.2701225021;16.6480255839;14.7624347751;14.8131250545;873538413.36;8894945947.57;"2024-12-18T23:59:59.999Z"
"2024-12-17T00:00:00.000Z";"2024-12-17T23:59:59.999Z";"2024-12-17T22:36:00.000Z";"2024-12-17T16:05:00.000Z";"2781";16.2602673151;16.5040579056;15.6531068286;16.2700810225;580429819.31;9769933169.7;"2024-12-17T23:59:59.999Z"
"2024-12-16T00:00:00.000Z";"2024-12-16T23:59:59.999Z";"2024-12-16T01:02:00.000Z";"2024-12-16T23:41:00.000Z";"2781";17.0685736694;17.4235018636;16.2476594083;16.2598561403;621235861.94;9763768393.24;"2024-12-16T23:59:59.999Z"
"2024-12-15T00:00:00.000Z";"2024-12-15T23:59:59.999Z";"2024-12-15T23:55:00.000Z";"2024-12-15T07:45:00.000Z";"2781";16.7627678284;17.1530384199;16.233038232;17.0680980205;480064671.89;10249389580.83;"2024-12-15T23:59:59.999Z"
"2024-12-14T00:00:00.000Z";"2024-12-14T23:59:59.999Z";"2024-12-14T01:28:00.000Z";"2024-12-14T14:01:00.000Z";"2781";17.4839762739;17.729459675;16.4932821509;16.7627678284;561315801.9;10065758349.5;"2024-12-14T23:59:59.999Z"
"2024-12-13T00:00:00.000Z";"2024-12-13T23:59:59.999Z";"2024-12-13T02:50:00.000Z";"2024-12-13T16:07:00.000Z";"2781";17.6791837504;18.1238464898;16.9001838117;17.4839762739;540353399.51;10498831813.6;"2024-12-13T23:59:59.999Z"
"2024-12-12T00:00:00.000Z";"2024-12-12T23:59:59.999Z";"2024-12-12T13:01:00.000Z";"2024-12-12T01:59:00.000Z";"2781";17.137798164;18.9533896451;16.9474545731;17.6791837504;1054988262.6;10616050599.1;"2024-12-12T23:59:59.999Z"
"2024-12-11T00:00:00.000Z";"2024-12-11T23:59:59.999Z";"2024-12-11T18:50:00.000Z";"2024-12-11T02:06:00.000Z";"2781";15.2547450288;17.2090834534;14.7784552431;17.1376611777;851310799.75;10290957718.14;"2024-12-11T23:59:59.999Z"
"2024-12-10T00:00:00.000Z";"2024-12-10T23:59:59.999Z";"2024-12-10T00:40:00.000Z";"2024-12-10T18:13:00.000Z";"2781";16.0940046724;16.6461480408;14.0808514236;15.254735288;1323608996.62;9160216183.56;"2024-12-10T23:59:59.999Z"
"2024-12-09T00:00:00.000Z";"2024-12-09T23:59:59.999Z";"2024-12-09T00:20:00.000Z";"2024-12-09T21:07:00.000Z";"2781";18.6423788843;18.7889476315;14.4533256645;16.0936387799;1180498495.49;9664177393.96;"2024-12-09T23:59:59.999Z"
"2024-12-08T00:00:00.000Z";"2024-12-08T23:59:59.999Z";"2024-12-08T13:23:00.000Z";"2024-12-08T05:01:00.000Z";"2781";18.329814369;19.3921464704;17.5507589302;18.5244762031;1113821877.44;11123740824.03;"2024-12-08T23:59:59.999Z"
"2024-12-07T00:00:00.000Z";"2024-12-07T23:59:59.999Z";"2024-12-07T05:20:00.000Z";"2024-12-07T18:03:00.000Z";"2781";17.5945263505;18.5328491276;17.26166634;18.0899729532;944154788.99;10862722562.25;"2024-12-07T23:59:59.999Z"
"2024-12-06T00:00:00.000Z";"2024-12-06T23:59:59.999Z";"2024-12-06T20:36:00.000Z";"2024-12-06T00:01:00.000Z";"2781";15.0634679563;18.388450791;15.0499702061;17.5945263505;1320208007.61;10565215263.45;"2024-12-06T23:59:59.999Z"
"2024-12-05T00:00:00.000Z";"2024-12-05T23:59:59.999Z";"2024-12-05T12:07:00.000Z";"2024-12-05T22:31:00.000Z";"2781";15.6560180547;15.8657267926;14.7802805065;15.0413757622;859893270.42;9032346538.63;"2024-12-05T23:59:59.999Z"
"2024-12-04T00:00:00.000Z";"2024-12-04T23:59:59.999Z";"2024-12-04T19:12:00.000Z";"2024-12-04T02:49:00.000Z";"2781";15.155711318;16.4722052085;14.692598725;15.6570732768;1052523425.13;9401173843.54;"2024-12-04T23:59:59.999Z"
"2024-12-03T00:00:00.000Z";"2024-12-03T23:59:59.999Z";"2024-12-03T23:40:00.000Z";"2024-12-03T14:37:00.000Z";"2781";13.9598593162;15.2200069978;13.3119143285;15.153656516;1042951423.62;9100748116.51;"2024-12-03T23:59:59.999Z"
"2024-12-02T00:00:00.000Z";"2024-12-02T23:59:59.999Z";"2024-12-02T12:43:00.000Z";"2024-12-02T08:49:00.000Z";"2781";13.0350422664;14.4262879162;12.516433049;13.9597142051;1232895437.86;8382659230.76;"2024-12-02T23:59:59.999Z"
